Data,Ar pritariate parengtam Vokiečių gatvės rekonstrukcijos projektui?,"Ar manot, kad tikslinga joje įrengti  Lietuvos garsių meno ir kultūros veikėjų įamžinimo vietą?"
8/19/15 10:23,Taip,Taip
8/19/15 10:07,Ne,Ne
8/19/15 7:41,Taip,Ne
8/19/15 5:34,"Jei ne, kodėl? Jūsų pasiūlymai. Yra objektų, kuriems labiau reikalingas finansavimas (pvz.: vaikų sportinėms mokykloms, kuriose bėga stogas ir per langus švilpauja vėjas)...",Ne
8/18/15 20:35,Ne,Ne
8/18/15 18:27,Taip,Taip
8/18/15 16:22,Taip,Taip
8/18/15 15:19,"Jei ne, kodėl? Jūsų pasiūlymai. Vilnius neturi pinigų.","Jei ne, kur siūlytumėte įrengti? Prie Koncertų ir sporto rūmų Vilniaus centre."
8/18/15 13:39,Taip,Taip
8/18/15 12:37,Taip,Ne
8/17/15 13:22,Taip,Ne
8/17/15 13:12,Taip,"Jei ne, kur siūlytumėte įrengti? Nereikia visiškai tos bendros įamžinimo vietos, o jei jau įrenginėti, tai naujuose rajonuose, šalia naujų arenų ar naujai planuojamų būsimų susibūrimo vietų. Tik jau ne senamiestyje."
8/17/15 9:35,Taip,Taip
8/17/15 9:15,Ne,Ne
8/17/15 8:10,Taip,Taip
8/16/15 16:36,Ne,Ne
8/16/15 14:31,Ne,Ne
8/16/15 13:37,Taip,Taip
8/15/15 12:52,Taip,Taip
8/15/15 10:16,Taip,Taip
8/14/15 22:21,"Jei ne, kodėl? Jūsų pasiūlymai. Naujos lempos neturėtų būti grindinyje – nemažą dalį laiko jų matomumą ribos mūsų oro sąlygos (stiprus lietus, nukritę lapai, nespėtas nukasti sniegas), o ir miestiečiai jos nesubręndę (dažnao tenka matyti išdaužtas)","Jei ne, kur siūlytumėte įrengti? Europos, Lukiškių aikštėje."
8/14/15 18:41,Taip,Ne
8/14/15 16:16,Taip,Ne
8/14/15 14:11,Ne,Ne
8/14/15 12:42,Taip,Ne
8/14/15 12:06,Taip,Taip
8/14/15 11:31,Taip,Ne
8/14/15 10:05,Taip,Taip
8/13/15 18:30,"Jei ne, kodėl? Jūsų pasiūlymai. Idėja palikti pėstiesiems visą pusę - labai gera, tik terasų dizainas itin komplikuotas, visiškai ne šiuolaikiškas. Turim ne tik architektų, bet ir dizainerių, duokite suprojektuoti suoliukus pastariesiems.",Taip
8/13/15 17:44,Ne,Ne
8/13/15 16:57,"Jei ne, kodėl? Jūsų pasiūlymai. Manyčiau, jog abejose pusėse turėtų būti vienpusis eismas, skiriant daugiau erdvės piestiesiems, o automobilių parkavimas išvis tampa komplikuotas, nes tokio tipo parkavimo vietose daugelis išvis nemoka parkuotis. Manyciau viena juostą būtų galima skirti panašioms reikmėms, taip būtų užkirsta bent daliai transporto priemonių patekti į senamiestį.","Jei ne, kur siūlytumėte įrengti? Vokiečių gatvė tam netinkama dėl istorinio atminimo bei didelio pėsčiųjų srauto, kurį stabdytų įvairūs į grindinį užsispoksoję žmonės.

Manyčiau būtų galimos šios vietos:

- Konstitucijos prospektas (galėtų tapti pėsčiųjų alėja);

- Parkas prie Valdovų rūmų (pvz atminimo alėja nuo Valdovų rūmų iki Bernardinų sodo);

- Zona aplink Žaliąjį tiltą

- Galbūt Baltasis tiltas

- Galbūt Vingio parkas (po restauracijos)"
8/13/15 12:02,Taip,Taip
8/12/15 23:46,Taip,Ne
8/12/15 21:20,"Jei ne, kodėl? Jūsų pasiūlymai. Pritariu tik iš dalies. Šioje vietoje reikia ne pakeisti dangą, bet išsamiai išnagrinėjus situaciją nuspręsti kokia numatoma gatvės ateitis. Vilniaus senamiesčio regeneravimo projekto korektūroje ši vieta žymima kaip skirta užstatymui, o į šį dokumentą buvo atsižvelgiama įtraukiant senamiestį į UNESCO sąrašą. Dangos pakeitimas nukelia problemos sprendimą keliems dešimtmečiams į priekį ir palieka profesionalus nežinioje kaip šią vietą traktuoti. Jei ji turės likti atvira - jai reikia suteikti naują kokybę, neremontuoti, bet reinterpretuoti pasikvietus geriausius architektus. Jei ši vieta turės būti užstatyta - reikia neskubėti keičiant trinkeles ir pradėti rengti užstatymo koncepciją. Taigi, aš pritarčiau atsinaujinimo poreikiui, bet neesu tikras ar remonto projektas atsako į visas problemas ir ar jo meninė kokybė atitinka šios vietos statusą.","Jei ne, kur siūlytumėte įrengti? Miesto viešų erdvių apibarstymas trumpalaikiais simboliais yra bloga praktikas, todėl tokius PR žaidimus tegul žaidžia verslininkai savo privačiuose sklypuose, bet ne viešoje erdvėje. Viešą erdvę turiniu galėtų užpildyti sėkmingi, pasaulyje pripažinti, konceptualumo stygiumi nesiskundžiantys lietuvių kūrėjai. Tokia idėja kokia pristatoma dabar yra paviršutiniška, banali ir lygiuojasi su kitais blogaisiais Vilniaus viešos erdvės ""dailinimo"" pavyzdžiais - ietimis ant tiltų, trispalvėmis sienomis, zuikiais puikiais ir vaiduokliškomis kunigaikščių figūromis."
8/12/15 20:04,Taip,Taip
8/12/15 19:22,Taip,Taip
8/12/15 16:31,Taip,Taip
8/12/15 14:30,Taip,Taip
8/12/15 13:14,Ne,Ne
8/12/15 13:03,Taip,Taip
8/12/15 12:48,"Jei ne, kodėl? Jūsų pasiūlymai. Vokieciu g. ir taip yra ispuoseleta, bet turistui isejus i Basanaviciaus, Algirdo, Vytenio, Sevcenkos gatves visas grazus miesto ivaizdis subliuksta. Skirkite demesio netoli nuo centro esanciu (pvz.: Naujamiescio) saligatviu plyteliu atnaujinimui.",Taip
8/12/15 11:12,Taip,Ne
8/11/15 21:46,Taip,Ne
8/11/15 20:26,Taip,Taip
8/11/15 19:12,Ne,Ne
8/11/15 17:47,Taip,Taip
8/11/15 12:06,Taip,Ne
8/11/15 11:26,Taip,Taip
8/11/15 11:24,Taip,Ne
8/11/15 10:54,"Jei ne, kodėl? Jūsų pasiūlymai. Todel, kad keletas istoriniu nuotrauku, kreivu stulpeliu, apsvietimo stulpu ir blogai suprojektuotu dviracio taku zymejimu nuotrauku nera rekonsktrukcijos projekto pristatymas. Sis projektas neatsako i klausima kodel mes norime ta miesto dali keisti ir ko tuo pakeitimu siekiame? Jei sutvarkyti dviarciu taka, stulpelius, apgeneti medzius ir pagerinti apsvietima tai atstatineti pastatus tam reikalui nera butina. Laukciau konkretesniu pasiulymu ir motyvacijos kodel ta miesto dali reikia keisti ir svarbiausia kokia to keitimo paskirtis ir kas tuo keitimu bus pasiekta. Turint siandiena pateikta informacija, pritarti projektui neimanoma.",Ne
8/11/15 10:45,Ne,Ne
8/11/15 10:45,Taip,Ne
8/11/15 7:36,Taip,Taip
8/10/15 20:49,Taip,Taip
8/10/15 20:46,Taip,Taip
8/10/15 16:08,"Jei ne, kodėl? Jūsų pasiūlymai. Vilniuje pakankamai daug vietų, kurios gadina miesto įvaizdį...

Siūlyčiau kažką sumąstyti Sporto rūmų vietoje - juk galima juos sutvarkyti ir juose įrengti Lietuvos garsių meno ir kultūros veikėjų įamžinimo vietą.

Taip pat galima restauruoti ar kitaip sutvarkyti pastatą ant Tauro kalno.

Vokiečių gatvė pakankamai lankoma turistų ir ji unikali, nėra aptriušusi, kuriai tuojat pat reikia rekonstrukcijos,-tad gal geriau sutvarkyti, kas tikrai šiuo metu ne kaip atrodo ir stovi be reikalo...","Jei ne, kur siūlytumėte įrengti? Sporto rūmuose pakankamai vietos, senuosiuose Profsąjungos rūmuose taip pat yra vietos - kam kažką naujo statyti, kai yra pastatytų statinių, kuriuos galima atnaujinti ir prikelt naujam gyvenimui"
8/10/15 14:37,Taip,Taip
8/10/15 13:07,Taip,Taip
8/10/15 11:19,Taip,Taip
8/10/15 5:39,"Jei ne, kodėl? Jūsų pasiūlymai. Pirmoje eileje reiketu tvarkyti  Vilniaus Sodu ir Geliu g. sutvarkymo projekta.Va, cia ten tikrasis ir pirmasis miesto veidas.Vokieciu g. gali palaukti, ir taip neblogai atrodo",Ne
8/9/15 19:37,Taip,Ne
8/9/15 19:02,Taip,Ne
8/9/15 18:42,Taip,Ne
8/9/15 9:39,Taip,"Jei ne, kur siūlytumėte įrengti? Nėra būtina įamžinimo tokia forma rengti apskritai - tam yra kitų būdų"
8/8/15 17:50,Ne,Ne
8/8/15 9:26,"Jei ne, kodėl? Jūsų pasiūlymai. Man nepatinka izymybiu iamzinimo ideja toje vietoje.","Jei ne, kur siūlytumėte įrengti? Konstitucijos prospekte - prasom. Tik ne senamiestyje."
8/8/15 0:05,Taip,"Jei ne, kur siūlytumėte įrengti? Siulyciau irengti kokiame nors parkelyje ar skvere kur daugiau vietos"
8/7/15 15:33,Ne,Ne
8/7/15 14:45,Taip,Ne
8/6/15 23:31,Taip,Taip
8/6/15 15:35,Taip,Taip
8/6/15 14:51,Taip,Taip
8/6/15 14:47,Taip,Taip
8/6/15 11:42,"Jei ne, kodėl? Jūsų pasiūlymai. Nėra iš ko pasirinkti. Pateiktas vienas, labai neaiškus pasiūlymas, kuris augiau primena gatvės eismo pertvarkymo planą, nei gerai apgalvotą vienos svarbiausių miesto erdvių rekonstrukciją. Tokiai erdvei būtina skelbti tarptautinį konkursą.",Ne
8/6/15 10:03,Taip,Ne
8/5/15 19:51,Taip,Taip
8/5/15 8:19,Taip,Ne
8/5/15 8:17,Taip,Taip
8/4/15 23:44,Taip,Ne
8/4/15 22:56,Taip,Taip
8/4/15 22:56,Taip,Ne
8/4/15 22:31,Taip,Ne
8/4/15 22:07,"Jei ne, kodėl? Jūsų pasiūlymai. Nesinori matyti bereikalingai kertamų medžių. Kokia buvo žalia rotušės aikštė kol jos neeuropizavo. Tikiuosi Vilnius nevirs Briuseliu kur visa gamta dirbtinė, negyva.","Jei ne, kur siūlytumėte įrengti? geriau šias lėšas skirti viešųjų erdvių pagerinimui,kad piestiesiems,dviratinkams būtų malonu leisti laika ne tik bare"
8/4/15 21:25,Taip,Taip
8/4/15 20:52,Taip,Ne
8/4/15 12:32,"Jei ne, kodėl? Jūsų pasiūlymai. Iš esmės viskas gerai, tik būtų gerai, kad būtų išsaugota kuo daugiau jau esamų medžių.","Jei ne, kur siūlytumėte įrengti? Sereikiškių parke arba prie Kultūros ministerijos - buv. evangelikų kapinių vietoje"
8/4/15 12:15,Taip,Taip
8/4/15 12:02,Taip,Ne
8/4/15 11:26,Taip,Taip
8/4/15 10:48,Ne,Ne
8/4/15 10:10,Taip,"Jei ne, kur siūlytumėte įrengti? Manau, kad tokios alėjos Vilniuje nereikia išvis. Vilniaus akropolyje yra įžymių žmonių delnai, prie siemens arenos - olimpinių čempionų portretai. Pramogos tegul ir lieka pramogomis, o sportas - sportu. Vokiečių gatvė yra pats miesto centras, su savo ilga ir ne tik šviesia istorija, kurią ir reikia puoselėti ir rodyti. Mūsų garsūs žmonės tikrai ne visi yra garsūs arba bus reikšmingi po 10-15 metų. Tų, kuriuos jau norėtųsi įažinti, siūlyčiau taip pat rinkti su gyventojų nuomone ir įamžinti kitu būdu - labai gražus būdas įamžinti literatus Literatų gatvėje, tikrai galima sugalvoti ir daugiau gražių ir kūrybingų būdų, o ne kopijuoti amerikietiškąją alėją."
8/4/15 9:37,"Jei ne, kodėl? Jūsų pasiūlymai. Sutinku dėl apšvietimo projekto. Daugiau nelabai aišku kas bus koreguojama ir kaip bus ištaisomi prastos išvaizdos objektai. Kuo jie bus pakeisti.",Taip
8/4/15 8:53,Ne,Ne
8/4/15 8:29,Taip,Taip
8/3/15 22:42,Ne,Ne
8/3/15 21:29,Ne,Taip
8/3/15 18:03,Taip,Taip
8/3/15 16:54,Taip,Taip
8/3/15 16:48,"Jei ne, kodėl? Jūsų pasiūlymai. Medžių gaila. Pasistenkit visų pirmą išsaugoti tuos medžius, sutvirtinkite jei tikrai yra poreikis. Senų medžių  naikinimas nelabai ką gero mokina mūsų visuomenę. Gebėjimas rūpintis senesniais netobulais medžiais (aliuzija į žmones) yra geriau nei naikinimas ir į jų keitimas naujais ""tobulais"". Gatvė atrodys autentiškesnė ir vertingesnė su esamais medžiais.","Jei ne, kur siūlytumėte įrengti? Visu pirma kategoriškai nepritariu asmenų kultams - o žvaigždinimas be abejo tai skatina. Tai skatina paviršutiniškos kultūros plėtrą. Idėjų plagijavimą, kalbant apie pačią žvaigždžių alėją.

Bet jei visgi nutiks taip, kad bus pasirinkta įrengti šią ""garsių"" meno ir kultūros veikėjų įamžinimo vietą tai prašau tik ne Vokiečių gatvėj - prašom. Konstitucijos prospekte - prašom, neries krantinėje (pvz šalia vamzdžio) - prašom - bet kur kitur, kur žmonės nesilanko dėl jau esamos istorinės ir kultūrinės aplinkos, dėkit tas žvaigždes ten kur trūksta traukos objektų, kur aplinka neprisotinta vertingesnių objektų/istorijos. Krantinėje  būtu papildomai nušaudomas dar vienas zuikis - krantinės dangos keitimas.



p.s. beje kapas kapinėse iki šiol puikiai tarnavo kultūros veikėjų įamžinimo tikslu, nusipelnę kultūros veikėjų kapai visad sulaukia žmonių dėmesio... Kas dar blogai - neaišku kas tie ""garsūs meno ir kultūros veikėjai"". Jei tie veikėjai būtų pvz Mamontovas, Kaniava, Kernagis - tai bent jau tokių žmonių priskyrimui garsiems pritarčiau, tačiau jei tai būtų visokios Mijos, Šalčiūtės (nes jos juk išgarsėjo kažkaip) ar pan., tai velniop tą visą sumanymą. Ir ar kalba eina apie gyvų kultūros veikėjų skirstymą į garsius ir nelabai ar visų (tame tarpe ir M.K.Čiorlionį)? Ir kas tai darys?.."
8/3/15 16:31,Taip,Ne
8/3/15 16:28,Ne,Ne
8/3/15 16:19,"Jei ne, kodėl? Jūsų pasiūlymai. Manau, kad tai sutvarkyta Vilniaus gatvė ir galima pradėti tvarkyti tas vietas, kurios Vilniuje apleistos. Kiek žinau, Vilniuje trūksta darželių ir aikštelių vaikams kiemuose - manau pinigai btų išleisti daug tikslingiau ir prasmingiau.","Jei ne, kur siūlytumėte įrengti? Gal ant žaliojo tilto, nes ten šiuo metu labai nyku."
8/3/15 16:05,Taip,Ne
8/3/15 15:55,Taip,Ne
8/3/15 15:34,Taip,Ne
8/3/15 15:08,"Jei ne, kodėl? Jūsų pasiūlymai. nepritariu vietai","Jei ne, kur siūlytumėte įrengti? siūlau palikti šią gatvę tokią, kokia yra. verčiau pakeisti pilies gatvę ar kitur arčiau centro. vokiečių gatvė turi gan ne itin gerą įvaizdį ypač tamsiuoju paros metu, nes yra daug barų, tad smagu būtų, jei tokios garbingos vietos neterštų būtent toks įvaizdis."
8/3/15 14:12,Taip,Ne
8/3/15 14:07,Taip,Ne
8/3/15 14:03,Taip,Taip
8/3/15 13:47,Taip,Ne
8/3/15 13:42,Taip,Taip
8/3/15 13:37,Taip,Taip
8/3/15 12:43,Ne,Taip
8/3/15 12:24,Taip,Ne
8/3/15 11:35,Taip,Ne
8/3/15 11:26,Taip,Ne
8/3/15 11:08,Ne,Ne
8/3/15 11:01,Taip,Taip
8/3/15 10:50,Ne,Ne
8/3/15 10:46,Taip,Ne
8/3/15 9:41,"Jei ne, kodėl? Jūsų pasiūlymai. Palikite medžius ramybėje!",Ne
8/3/15 9:05,"Jei ne, kodėl? Jūsų pasiūlymai. Projektinių pasiūlymų PDFe gausu insinuacijų, kuriomis lyg siekiama pateisinti tam tikrus veiksmus, tačiau neatsleidžiama, kokius - ką būtent norima padaryti dėl vienos ar kitos įvardintos ""problemos"".



Pavyzdžiui, neaišku, kiek ir kaip renkantis bus iškirsta medžių (nes planuojama 30 naujų), kodėl istorinį užstatymą dengiantys medžiai yra blogai ir kodėl gatvės ašyje matoma mokykla yra blogai.  



Taip pat neaišku, kiek gatvės teritorijos ir kuo remiantis bus skirta komercinei veiklai (kavinėms ir pan.)



Toks planas nėra skaidrus ir aiškus, todėl kol nėra detalesnių jo paaiškinimų, jam pritarti negalima.",Ne
8/3/15 8:53,"Jei ne, kodėl? Jūsų pasiūlymai. Norėtųsi platesnio aiškaus pėsčiųjų tako, kad jis būtų nenustumtas į šoną, o labiau pabrėžtas - kaip alėja.",Taip
8/2/15 22:23,Taip,Taip
8/2/15 17:52,Ne,Ne
8/2/15 16:33,Taip,"Jei ne, kur siūlytumėte įrengti? Prie operos ir baleto teatro. Cia taip pat itin daug tvarkytinu plotu. Taip pat tai ir praeinama, ir laisvalaikiui naudojama vieta. Ypac kultura besidominciu zmoniu. O jei dar veiktu fontanas..."
8/2/15 1:52,Taip,Taip
8/1/15 11:22,Taip,Taip
8/1/15 0:33,Taip,Ne
7/31/15 22:00,Taip,Taip
7/31/15 20:44,Taip,Taip
7/31/15 18:18,"Jei ne, kodėl? Jūsų pasiūlymai. Pinigu svaistymas.viskas ten ir taip gerai.",Ne
7/31/15 17:38,Taip,Taip
7/31/15 17:22,Ne,Ne
7/31/15 17:07,Taip,Ne
7/31/15 15:53,Taip,Taip
7/31/15 14:00,Ne,Ne
7/31/15 13:20,Taip,Ne
7/31/15 13:18,Taip,Taip
7/31/15 12:56,Ne,Ne
7/31/15 12:53,Ne,Ne
7/31/15 12:49,Ne,Ne
7/31/15 12:32,Ne,Ne
7/31/15 11:43,Taip,Ne
7/31/15 11:27,Taip,Ne
7/31/15 11:25,Ne,Ne
7/31/15 11:11,Ne,Ne
7/31/15 11:06,Taip,Taip
7/31/15 11:03,"Jei ne, kodėl? Jūsų pasiūlymai. norėtųsi sužinoti kokie dar yra pasiūlymai, kaip rekonstruoti Vokiečių gatvę. 

pritariu buvusio užstatymo žymėjimui, tikrai gera idėja, kad reikia papildomo apšvietimo - faktas.

dabar pėsčiųjų takas yra per vidurį, pagal planą (kaip supratau), iš šono...keista, bet turbūt tiesiog reikės priprasti.",Ne
7/31/15 10:10,Taip,"Jei ne, kur siūlytumėte įrengti? Gedimino pr."
7/31/15 10:04,Ne,Ne
7/31/15 9:29,Taip,Ne
7/31/15 8:39,Taip,Ne
7/30/15 23:13,Ne,Ne
7/30/15 22:28,Taip,Ne
7/30/15 20:31,Ne,Ne
7/30/15 19:31,Taip,Ne
7/30/15 19:29,Taip,Ne
7/30/15 18:31,Taip,Taip
7/30/15 18:29,Taip,Ne
7/30/15 17:58,Taip,Taip
7/30/15 17:40,"Jei ne, kodėl? Jūsų pasiūlymai. Vilniuje yra daug svarbesnių gatvių, reikalaujančių rekonstrukcijos - Antakalnio g., Geležinio Vilko g., Laisvės pr., J.Basanavičiaus g. ir t.t. O Vokiečių g. galima apsiriboti vien kosmetiniu remontu",Ne
7/30/15 17:36,Ne,Ne
7/30/15 17:13,Taip,Ne
7/30/15 17:09,Ne,Taip
7/30/15 16:52,Taip,Ne
7/30/15 15:37,Taip,Ne
7/30/15 15:22,Taip,Ne
7/30/15 14:57,"Jei ne, kodėl? Jūsų pasiūlymai. projektiniuose pasiūlymuose vertingos tik paveldo nuotraukos. Taip gatvę ir jos  infrastruktūrą reikia tvarkyti, bet sprendimas neturi būti euro remontas.

gatvė turi būti gyva, integruota į miesto visumą, estetiška. takelių pakeitimas, apšvietimas neduos siekiamos vertės.",Ne
7/30/15 14:01,Taip,Taip
7/30/15 13:34,Taip,Ne
7/30/15 13:20,Taip,Ne
7/30/15 12:51,"Jei ne, kodėl? Jūsų pasiūlymai. Iš esmės pritariu. Tik turiu kelias pastabas: pagrindinis dėmesys turėtų būti pėstiesiems (ir dviratininkams, bet su sąlyga, kad jų keliai nesikerta). Arba centrinė dalis - pėstiesiems, vienoj pusėj kelias lieka automobiliams, kitoj pusėj atitenka dviračiams. Norėtųsi kad būtų kuo daugiau žalumos, suoliukų, prižiūrimų šiukšliadėžių. Kad vasarą lauko kavinių baldai netrukdytų pėstiesiems. O dar tai galėtų būti nerūkymo zona :)",Ne
7/30/15 12:22,Taip,Ne
7/30/15 11:06,Ne,Ne
7/30/15 10:49,Taip,Ne
7/30/15 10:20,Ne,Ne
7/30/15 10:11,Taip,Ne
7/30/15 9:47,Taip,Taip
7/30/15 9:46,Ne,Ne
7/30/15 9:40,Taip,Ne
7/30/15 9:29,Ne,Ne
7/28/15 18:00,Ne,Ne
7/28/15 18:00,Ne,Ne
7/28/15 18:00,Ne,Ne
7/28/15 17:59,Ne,Ne
7/28/15 17:59,Ne,Ne
7/28/15 17:59,Ne,Ne
7/28/15 17:59,Ne,Ne
7/28/15 17:59,Ne,Ne
7/28/15 17:59,Ne,Ne
7/28/15 17:59,Ne,Ne
7/28/15 17:58,Ne,Ne
7/28/15 17:58,Ne,Ne
7/28/15 17:58,Ne,Ne
7/28/15 17:58,Ne,Ne
7/28/15 17:58,Ne,Ne
7/28/15 17:58,Ne,Ne
7/28/15 17:58,Ne,Ne
7/28/15 17:58,Ne,Ne
7/28/15 17:58,Ne,Ne
7/28/15 17:57,Ne,Ne
7/28/15 17:57,Ne,Ne
7/28/15 17:57,Ne,Ne
7/28/15 17:55,Ne,Ne
7/28/15 17:55,Ne,Ne
7/28/15 17:55,Ne,Ne
7/28/15 17:55,Ne,Ne
7/28/15 17:55,Ne,Ne
7/28/15 17:55,Ne,Ne
7/28/15 17:55,Ne,Ne
7/28/15 17:55,Ne,Ne
7/28/15 17:54,Ne,Ne
7/28/15 17:54,Ne,Ne
7/28/15 17:54,Ne,Ne
7/28/15 17:54,Ne,Ne
7/28/15 17:54,Ne,Ne
7/28/15 17:54,Ne,Ne
7/28/15 17:54,Ne,Ne
7/28/15 17:54,Ne,Ne
7/28/15 17:54,Ne,Ne
7/28/15 17:54,Ne,Ne
7/28/15 17:53,Ne,Ne
7/28/15 17:53,Ne,Ne
7/28/15 17:53,Ne,Ne
7/28/15 17:53,Ne,Ne
7/28/15 17:53,Ne,Ne
7/28/15 17:53,Ne,Ne
7/28/15 17:53,Ne,Ne
7/28/15 17:53,Ne,Ne
7/28/15 17:53,Ne,Ne
7/28/15 17:52,Ne,Ne
7/28/15 17:52,Ne,Ne
7/28/15 17:52,Ne,Ne
7/28/15 17:52,Ne,Ne
7/28/15 17:52,Ne,Ne
7/28/15 17:52,Ne,Ne
7/28/15 17:52,Ne,Ne
7/28/15 17:51,Ne,Ne
7/28/15 17:51,Ne,Ne
7/28/15 17:51,Ne,Ne
7/28/15 17:51,Ne,Ne
7/28/15 17:50,Ne,Ne
7/28/15 17:50,Ne,Ne
7/28/15 17:50,Ne,Ne
7/28/15 17:50,Ne,Ne
7/28/15 17:50,Ne,Ne
7/28/15 17:49,Ne,Ne
7/28/15 17:49,Ne,Ne
7/28/15 17:49,Ne,Ne
7/28/15 17:49,Ne,Ne
7/28/15 17:49,Ne,Ne
7/28/15 17:48,Ne,Ne
7/28/15 17:48,Ne,Ne
7/28/15 17:48,Ne,Ne
7/28/15 17:48,Ne,Ne
7/28/15 17:47,Ne,Ne
7/28/15 17:47,Ne,Ne
7/28/15 17:47,Ne,Ne
7/28/15 17:47,Ne,Ne
7/28/15 17:47,Ne,Ne
7/28/15 17:47,Ne,Ne
7/28/15 17:47,Ne,Ne
7/28/15 17:46,Ne,Ne
7/28/15 17:46,Ne,Ne
7/28/15 17:46,Ne,Ne
7/28/15 17:46,Ne,Ne
7/28/15 17:46,Ne,Ne
7/28/15 17:46,Ne,Ne
7/28/15 17:45,Ne,Ne
7/28/15 17:45,Ne,Ne
7/28/15 17:45,Ne,Ne
7/28/15 17:45,Ne,Ne
7/28/15 17:45,Taip,Ne
7/28/15 17:45,Ne,Ne
7/28/15 17:44,Ne,Ne
7/28/15 17:44,Ne,Ne
7/28/15 17:44,Ne,Ne
7/28/15 17:44,Ne,Ne
7/28/15 17:44,Ne,Ne
7/28/15 17:43,Ne,Ne
7/28/15 17:43,Ne,Ne
7/28/15 17:43,Ne,Ne
7/28/15 17:43,Ne,Ne
7/28/15 17:43,Ne,Ne
7/28/15 17:43,Ne,Ne
7/28/15 17:42,Ne,Ne
7/28/15 17:42,Ne,Ne
7/28/15 17:42,Ne,Ne
7/28/15 17:42,Ne,Ne
7/28/15 17:42,Ne,Ne
7/28/15 17:42,Ne,Ne
7/28/15 17:41,Ne,Ne
7/28/15 17:41,Ne,Ne
7/28/15 17:41,Ne,Ne
7/28/15 17:41,Ne,Ne
7/28/15 17:41,Ne,Ne
7/28/15 17:41,Ne,Ne
7/28/15 17:41,Ne,Ne
7/28/15 17:40,Ne,Ne
7/28/15 17:40,Ne,Ne
7/28/15 17:37,Taip,Taip
7/28/15 17:37,Taip,Taip
7/28/15 17:37,Taip,Ne
7/28/15 17:36,Taip,Ne
7/28/15 17:35,Taip,Ne
7/28/15 17:20,Taip,Ne
7/28/15 17:20,Taip,Ne
7/28/15 17:20,Taip,Ne
7/28/15 17:20,Taip,Ne
7/28/15 17:19,Taip,Ne
7/28/15 17:19,Taip,Ne
7/28/15 17:19,Taip,Ne
7/28/15 17:18,Taip,Ne
7/28/15 17:17,Taip,Ne
7/28/15 17:17,Taip,Ne
7/28/15 17:17,Taip,Ne
7/28/15 17:17,Taip,Ne
7/28/15 17:16,Taip,Ne
7/28/15 17:16,Taip,Ne
7/28/15 17:16,Taip,Ne
7/28/15 17:15,Taip,Ne
7/28/15 17:15,Taip,Ne
7/28/15 17:15,Taip,Ne
7/28/15 17:15,Taip,Ne
7/28/15 17:15,Taip,Ne
7/28/15 17:14,Taip,Ne
7/28/15 17:14,Taip,Ne
7/28/15 17:14,Taip,Ne
7/28/15 17:14,Taip,Ne
7/28/15 17:13,Taip,Ne
7/28/15 17:13,Taip,Ne
7/28/15 17:13,Taip,Ne
7/28/15 17:13,Taip,Ne
7/28/15 17:13,Taip,Ne
7/28/15 17:12,Taip,Ne
7/28/15 17:11,Taip,Ne
7/28/15 16:40,Taip,Taip
7/28/15 16:34,Ne,Ne
7/28/15 16:31,Taip,Ne
7/28/15 15:38,"Jei ne, kodėl? Jūsų pasiūlymai. Sprendžiant iš vizualizacijos, vėl ketinama visus medžius pakeisti naujais. Medžiu netobula forma nėra pretekstas juos kirsti. Prisidengiant ""ekspertų išvadom"" iškirsta Žvejų, Šermukšnių gatvės nors tikrai pažeistų medžių čia buvo tik apie ketvirtadalį. ""Praretintas"" ir Bernardinų sodas, kuris, be to, dar ir užpiltas smėliu, vasarą dar labiau padidinant užterštumą Vilniuje kietosiomis dalelėmis. Dėl apšvietimo - galima būtų perkelti apšvietimo stulpus arba apšvietimą daryti iš apačios ne iš viršaus. Ir kokia danga numatyta išgrįsti šaligatvius, gatves? Ar tai bus autentiką atkartojanti danga, bent dalis jos, ar viskas taip sumodernės kaip Gedimino pr., kas tikrai nėra gerai?","Jei ne, kur siūlytumėte įrengti? Jei kalbama apie šiuolaikinius veikėjus, tai tam tinkamiausia vieta Europos aikštė. Vokiečių g. galėtų atsirasti įvairių prieškario Vilniaus. lietuvybei svarbių veikėjų skulptūros, kurios erdvėje veiktų tarsi ""pasiklydę praeiviai""."
7/28/15 15:33,"Jei ne, kodėl? Jūsų pasiūlymai. Pateiktas ""balsavimui"" projektas yra fiziškai neskaitomas - negalima suprasti sutartinių ženklų, sunku įžiūrėti tikruosius sprendinius, ir suprasti, kaip konkrečiai šie pasiūlymai padarys gatvę ""vokiškesne"", autentiškesne; maža dėmesio skiriama naujam erdviniam organizavimui pateikti; sunku suprasti, kurie medžiai bus kertami, kurie, paliekami, kur sodinami ir kt.","Jei ne, kur siūlytumėte įrengti? Nesuprantama, kodėl šioje apklausoje galima pateikti pastabas tik tuo atveju, jei atsakymas ""ne""... Ieškome situacijų, kuomet galėtume pasiūlyti kąnors. Meno ir kultūros veikėjų alėjos kituose miesteluose (pvz., Nidoje) yra skurdžios. Jei numatoma čia tokią rengti, reikalinga ją daryti ne iš 3-7 bet kur kas daugiau plytelių ar lentelių."
7/28/15 15:17,Ne,Ne
7/28/15 15:17,Ne,Ne
7/28/15 14:51,Taip,Taip
7/28/15 14:49,Ne,Ne
7/28/15 14:32,Ne,Ne
7/28/15 14:32,Ne,Ne
7/28/15 14:32,Ne,Ne
7/28/15 14:32,Ne,Ne
